 p V(out) V(in) 
 2.781 17.159E-9 2.781 
 2.782 17.15E-9 2.782 
 2.783 17.142E-9 2.783 
 2.784 17.134E-9 2.784 
 2.785 17.126E-9 2.785 
 2.786 17.118E-9 2.786 
 2.787 17.11E-9 2.787 
 2.788 17.102E-9 2.788 
 2.789 17.093E-9 2.789 
 2.79 17.085E-9 2.79 
 2.791 17.077E-9 2.791 
 2.792 17.069E-9 2.792 
 2.793 17.061E-9 2.793 
 2.794 17.053E-9 2.794 
 2.795 17.045E-9 2.795 
 2.796 17.037E-9 2.796 
 2.797 17.029E-9 2.797 
 2.798 17.021E-9 2.798 
 2.799 17.013E-9 2.799 
 2.8 17.005E-9 2.8 
 2.801 16.996E-9 2.801 
 2.802 16.988E-9 2.802 
 2.803 16.98E-9 2.803 
 2.804 16.972E-9 2.804 
 2.805 16.964E-9 2.805 
 2.806 16.956E-9 2.806 
 2.807 16.948E-9 2.807 
 2.808 16.94E-9 2.808 
 2.809 16.932E-9 2.809 
 2.81 16.925E-9 2.81 
 2.811 16.917E-9 2.811 
 2.812 16.909E-9 2.812 
 2.813 16.901E-9 2.813 
 2.814 16.893E-9 2.814 
 2.815 16.885E-9 2.815 
 2.816 16.877E-9 2.816 
 2.817 16.869E-9 2.817 
 2.818 16.861E-9 2.818 
 2.819 16.853E-9 2.819 
 2.82 16.845E-9 2.82 
 2.821 16.837E-9 2.821 
 2.822 16.829E-9 2.822 
 2.823 16.822E-9 2.823 
 2.824 16.814E-9 2.824 
 2.825 16.806E-9 2.825 
 2.826 16.798E-9 2.826 
 2.827 16.79E-9 2.827 
 2.828 16.782E-9 2.828 
 2.829 16.775E-9 2.829 
 2.83 16.767E-9 2.83 
 2.831 16.759E-9 2.831 
 2.832 16.751E-9 2.832 
 2.833 16.743E-9 2.833 
 2.834 16.736E-9 2.834 
 2.835 16.728E-9 2.835 
 2.836 16.72E-9 2.836 
 2.837 16.712E-9 2.837 
 2.838 16.704E-9 2.838 
 2.839 16.697E-9 2.839 
 2.84 16.689E-9 2.84 
 2.841 16.681E-9 2.841 
 2.842 16.673E-9 2.842 
 2.843 16.666E-9 2.843 
 2.844 16.658E-9 2.844 
 2.845 16.65E-9 2.845 
 2.846 16.643E-9 2.846 
 2.847 16.635E-9 2.847 
 2.848 16.627E-9 2.848 
 2.849 16.62E-9 2.849 
 2.85 16.612E-9 2.85 
 2.851 16.604E-9 2.851 
 2.852 16.597E-9 2.852 
 2.853 16.589E-9 2.853 
 2.854 16.581E-9 2.854 
 2.855 16.574E-9 2.855 
 2.856 16.566E-9 2.856 
 2.857 16.558E-9 2.857 
 2.858 16.551E-9 2.858 
 2.859 16.543E-9 2.859 
 2.86 16.536E-9 2.86 
 2.861 16.528E-9 2.861 
 2.862 16.52E-9 2.862 
 2.863 16.513E-9 2.863 
 2.864 16.505E-9 2.864 
 2.865 16.498E-9 2.865 
 2.866 16.49E-9 2.866 
 2.867 16.482E-9 2.867 
 2.868 16.475E-9 2.868 
 2.869 16.467E-9 2.869 
 2.87 16.46E-9 2.87 
 2.871 16.452E-9 2.871 
 2.872 16.445E-9 2.872 
 2.873 16.437E-9 2.873 
 2.874 16.43E-9 2.874 
 2.875 16.422E-9 2.875 
 2.876 16.415E-9 2.876 
 2.877 16.407E-9 2.877 
 2.878 16.4E-9 2.878 
 2.879 16.392E-9 2.879 
 2.88 16.385E-9 2.88 
 2.881 16.377E-9 2.881 
 2.882 16.37E-9 2.882 
 2.883 16.363E-9 2.883 
 2.884 16.355E-9 2.884 
 2.885 16.348E-9 2.885 
 2.886 16.34E-9 2.886 
 2.887 16.333E-9 2.887 
 2.888 16.325E-9 2.888 
 2.889 16.318E-9 2.889 
 2.89 16.311E-9 2.89 
 2.891 16.303E-9 2.891 
 2.892 16.296E-9 2.892 
 2.893 16.288E-9 2.893 
 2.894 16.281E-9 2.894 
 2.895 16.274E-9 2.895 
 2.896 16.266E-9 2.896 
 2.897 16.259E-9 2.897 
 2.898 16.252E-9 2.898 
 2.899 16.244E-9 2.899 
 2.9 16.237E-9 2.9 
 2.901 16.23E-9 2.901 
 2.902 16.222E-9 2.902 
 2.903 16.215E-9 2.903 
 2.904 16.208E-9 2.904 
 2.905 16.2E-9 2.905 
 2.906 16.193E-9 2.906 
 2.907 16.186E-9 2.907 
 2.908 16.179E-9 2.908 
 2.909 16.171E-9 2.909 
 2.91 16.164E-9 2.91 
 2.911 16.157E-9 2.911 
 2.912 16.149E-9 2.912 
 2.913 16.142E-9 2.913 
 2.914 16.135E-9 2.914 
 2.915 16.128E-9 2.915 
 2.916 16.121E-9 2.916 
 2.917 16.113E-9 2.917 
 2.918 16.106E-9 2.918 
 2.919 16.099E-9 2.919 
 2.92 16.092E-9 2.92 
 2.921 16.084E-9 2.921 
 2.922 16.077E-9 2.922 
 2.923 16.07E-9 2.923 
 2.924 16.063E-9 2.924 
 2.925 16.056E-9 2.925 
 2.926 16.049E-9 2.926 
 2.927 16.041E-9 2.927 
 2.928 16.034E-9 2.928 
 2.929 16.027E-9 2.929 
 2.93 16.02E-9 2.93 
 2.931 16.013E-9 2.931 
 2.932 16.006E-9 2.932 
 2.933 15.999E-9 2.933 
 2.934 15.992E-9 2.934 
 2.935 15.984E-9 2.935 
 2.936 15.977E-9 2.936 
 2.937 15.97E-9 2.937 
 2.938 15.963E-9 2.938 
 2.939 15.956E-9 2.939 
 2.94 15.949E-9 2.94 
 2.941 15.942E-9 2.941 
 2.942 15.935E-9 2.942 
 2.943 15.928E-9 2.943 
 2.944 15.921E-9 2.944 
 2.945 15.914E-9 2.945 
 2.946 15.907E-9 2.946 
 2.947 15.9E-9 2.947 
 2.948 15.893E-9 2.948 
 2.949 15.886E-9 2.949 
 2.95 15.879E-9 2.95 
 2.951 15.872E-9 2.951 
 2.952 15.865E-9 2.952 
 2.953 15.858E-9 2.953 
 2.954 15.851E-9 2.954 
 2.955 15.844E-9 2.955 
 2.956 15.837E-9 2.956 
 2.957 15.83E-9 2.957 
 2.958 15.823E-9 2.958 
 2.959 15.816E-9 2.959 
 2.96 15.809E-9 2.96 
 2.961 15.802E-9 2.961 
 2.962 15.795E-9 2.962 
 2.963 15.788E-9 2.963 
 2.964 15.781E-9 2.964 
 2.965 15.774E-9 2.965 
 2.966 15.767E-9 2.966 
 2.967 15.76E-9 2.967 
 2.968 15.753E-9 2.968 
 2.969 15.746E-9 2.969 
 2.97 15.74E-9 2.97 
 2.971 15.733E-9 2.971 
 2.972 15.726E-9 2.972 
 2.973 15.719E-9 2.973 
 2.974 15.712E-9 2.974 
 2.975 15.705E-9 2.975 
 2.976 15.698E-9 2.976 
 2.977 15.692E-9 2.977 
 2.978 15.685E-9 2.978 
 2.979 15.678E-9 2.979 
 2.98 15.671E-9 2.98 
 2.981 15.664E-9 2.981 
 2.982 15.657E-9 2.982 
 2.983 15.651E-9 2.983 
 2.984 15.644E-9 2.984 
 2.985 15.637E-9 2.985 
 2.986 15.63E-9 2.986 
 2.987 15.623E-9 2.987 
 2.988 15.617E-9 2.988 
 2.989 15.61E-9 2.989 
 2.99 15.603E-9 2.99 
 2.991 15.596E-9 2.991 
 2.992 15.59E-9 2.992 
 2.993 15.583E-9 2.993 
 2.994 15.576E-9 2.994 
 2.995 15.569E-9 2.995 
 2.996 15.563E-9 2.996 
 2.997 15.556E-9 2.997 
 2.998 15.549E-9 2.998 
 2.999 15.542E-9 2.999 
 3. 15.536E-9 3. 
 3.001 15.529E-9 3.001 
 3.002 15.522E-9 3.002 
 3.003 15.516E-9 3.003 
 3.004 15.509E-9 3.004 
 3.005 15.502E-9 3.005 
 3.006 15.495E-9 3.006 
 3.007 15.489E-9 3.007 
 3.008 15.482E-9 3.008 
 3.009 15.475E-9 3.009 
 3.01 15.469E-9 3.01 
 3.011 15.462E-9 3.011 
 3.012 15.456E-9 3.012 
 3.013 15.449E-9 3.013 
 3.014 15.442E-9 3.014 
 3.015 15.436E-9 3.015 
 3.016 15.429E-9 3.016 
 3.017 15.422E-9 3.017 
 3.018 15.416E-9 3.018 
 3.019 15.409E-9 3.019 
 3.02 15.403E-9 3.02 
 3.021 15.396E-9 3.021 
 3.022 15.389E-9 3.022 
 3.023 15.383E-9 3.023 
 3.024 15.376E-9 3.024 
 3.025 15.37E-9 3.025 
 3.026 15.363E-9 3.026 
 3.027 15.357E-9 3.027 
 3.028 15.35E-9 3.028 
 3.029 15.343E-9 3.029 
 3.03 15.337E-9 3.03 
 3.031 15.33E-9 3.031 
 3.032 15.324E-9 3.032 
 3.033 15.317E-9 3.033 
 3.034 15.311E-9 3.034 
 3.035 15.304E-9 3.035 
 3.036 15.298E-9 3.036 
 3.037 15.291E-9 3.037 
 3.038 15.285E-9 3.038 
 3.039 15.278E-9 3.039 
 3.04 15.272E-9 3.04 
 3.041 15.265E-9 3.041 
 3.042 15.259E-9 3.042 
 3.043 15.252E-9 3.043 
 3.044 15.246E-9 3.044 
 3.045 15.239E-9 3.045 
 3.046 15.233E-9 3.046 
 3.047 15.227E-9 3.047 
 3.048 15.22E-9 3.048 
 3.049 15.214E-9 3.049 
 3.05 15.207E-9 3.05 
 3.051 15.201E-9 3.051 
 3.052 15.194E-9 3.052 
 3.053 15.188E-9 3.053 
 3.054 15.182E-9 3.054 
 3.055 15.175E-9 3.055 
 3.056 15.169E-9 3.056 
 3.057 15.162E-9 3.057 
 3.058 15.156E-9 3.058 
 3.059 15.15E-9 3.059 
 3.06 15.143E-9 3.06 
 3.061 15.137E-9 3.061 
 3.062 15.13E-9 3.062 
 3.063 15.124E-9 3.063 
 3.064 15.118E-9 3.064 
 3.065 15.111E-9 3.065 
 3.066 15.105E-9 3.066 
 3.067 15.099E-9 3.067 
 3.068 15.092E-9 3.068 
 3.069 15.086E-9 3.069 
 3.07 15.08E-9 3.07 
 3.071 15.073E-9 3.071 
 3.072 15.067E-9 3.072 
 3.073 15.061E-9 3.073 
 3.074 15.054E-9 3.074 
 3.075 15.048E-9 3.075 
 3.076 15.042E-9 3.076 
 3.077 15.036E-9 3.077 
 3.078 15.029E-9 3.078 
 3.079 15.023E-9 3.079 
 3.08 15.017E-9 3.08 
 3.081 15.01E-9 3.081 
 3.082 15.004E-9 3.082 
 3.083 14.998E-9 3.083 
 3.084 14.992E-9 3.084 
 3.085 14.985E-9 3.085 
 3.086 14.979E-9 3.086 
 3.087 14.973E-9 3.087 
 3.088 14.967E-9 3.088 
 3.089 14.961E-9 3.089 
 3.09 14.954E-9 3.09 
 3.091 14.948E-9 3.091 
 3.092 14.942E-9 3.092 
 3.093 14.936E-9 3.093 
 3.094 14.93E-9 3.094 
 3.095 14.923E-9 3.095 
 3.096 14.917E-9 3.096 
 3.097 14.911E-9 3.097 
 3.098 14.905E-9 3.098 
 3.099 14.899E-9 3.099 
 3.1 14.892E-9 3.1 
 3.101 14.886E-9 3.101 
 3.102 14.88E-9 3.102 
 3.103 14.874E-9 3.103 
 3.104 14.868E-9 3.104 
 3.105 14.862E-9 3.105 
 3.106 14.856E-9 3.106 
 3.107 14.849E-9 3.107 
 3.108 14.843E-9 3.108 
 3.109 14.837E-9 3.109 
 3.11 14.831E-9 3.11 
 3.111 14.825E-9 3.111 
 3.112 14.819E-9 3.112 
 3.113 14.813E-9 3.113 
 3.114 14.807E-9 3.114 
 3.115 14.8E-9 3.115 
 3.116 14.794E-9 3.116 
 3.117 14.788E-9 3.117 
 3.118 14.782E-9 3.118 
 3.119 14.776E-9 3.119 
 3.12 14.77E-9 3.12 
 3.121 14.764E-9 3.121 
 3.122 14.758E-9 3.122 
 3.123 14.752E-9 3.123 
 3.124 14.746E-9 3.124 
 3.125 14.74E-9 3.125 
 3.126 14.734E-9 3.126 
 3.127 14.728E-9 3.127 
 3.128 14.722E-9 3.128 
 3.129 14.716E-9 3.129 
 3.13 14.71E-9 3.13 
 3.131 14.704E-9 3.131 
 3.132 14.698E-9 3.132 
 3.133 14.692E-9 3.133 
 3.134 14.686E-9 3.134 
 3.135 14.68E-9 3.135 
 3.136 14.674E-9 3.136 
 3.137 14.668E-9 3.137 
 3.138 14.662E-9 3.138 
 3.139 14.656E-9 3.139 
 3.14 14.65E-9 3.14 
 3.141 14.644E-9 3.141 
 3.142 14.638E-9 3.142 
 3.143 14.632E-9 3.143 
 3.144 14.626E-9 3.144 
 3.145 14.62E-9 3.145 
 3.146 14.614E-9 3.146 
 3.147 14.608E-9 3.147 
 3.148 14.602E-9 3.148 
 3.149 14.596E-9 3.149 
 3.15 14.59E-9 3.15 
 3.151 14.584E-9 3.151 
 3.152 14.579E-9 3.152 
 3.153 14.573E-9 3.153 
 3.154 14.567E-9 3.154 
 3.155 14.561E-9 3.155 
 3.156 14.555E-9 3.156 
 3.157 14.549E-9 3.157 
 3.158 14.543E-9 3.158 
 3.159 14.537E-9 3.159 
 3.16 14.531E-9 3.16 
 3.161 14.526E-9 3.161 
 3.162 14.52E-9 3.162 
 3.163 14.514E-9 3.163 
 3.164 14.508E-9 3.164 
 3.165 14.502E-9 3.165 
 3.166 14.496E-9 3.166 
 3.167 14.49E-9 3.167 
 3.168 14.485E-9 3.168 
 3.169 14.479E-9 3.169 
 3.17 14.473E-9 3.17 
 3.171 14.467E-9 3.171 
 3.172 14.461E-9 3.172 
 3.173 14.456E-9 3.173 
 3.174 14.45E-9 3.174 
 3.175 14.444E-9 3.175 
 3.176 14.438E-9 3.176 
 3.177 14.432E-9 3.177 
 3.178 14.427E-9 3.178 
 3.179 14.421E-9 3.179 
 3.18 14.415E-9 3.18 
 3.181 14.409E-9 3.181 
 3.182 14.403E-9 3.182 
 3.183 14.398E-9 3.183 
 3.184 14.392E-9 3.184 
 3.185 14.386E-9 3.185 
 3.186 14.38E-9 3.186 
 3.187 14.375E-9 3.187 
 3.188 14.369E-9 3.188 
 3.189 14.363E-9 3.189 
 3.19 14.357E-9 3.19 
 3.191 14.352E-9 3.191 
 3.192 14.346E-9 3.192 
 3.193 14.34E-9 3.193 
 3.194 14.335E-9 3.194 
 3.195 14.329E-9 3.195 
 3.196 14.323E-9 3.196 
 3.197 14.317E-9 3.197 
 3.198 14.312E-9 3.198 
 3.199 14.306E-9 3.199 
 3.2 14.3E-9 3.2 
 3.201 14.295E-9 3.201 
 3.202 14.289E-9 3.202 
 3.203 14.283E-9 3.203 
 3.204 14.278E-9 3.204 
 3.205 14.272E-9 3.205 
 3.206 14.266E-9 3.206 
 3.207 14.261E-9 3.207 
 3.208 14.255E-9 3.208 
 3.209 14.249E-9 3.209 
 3.21 14.244E-9 3.21 
 3.211 14.238E-9 3.211 
 3.212 14.232E-9 3.212 
 3.213 14.227E-9 3.213 
 3.214 14.221E-9 3.214 
 3.215 14.216E-9 3.215 
 3.216 14.21E-9 3.216 
 3.217 14.204E-9 3.217 
 3.218 14.199E-9 3.218 
 3.219 14.193E-9 3.219 
 3.22 14.188E-9 3.22 
 3.221 14.182E-9 3.221 
 3.222 14.176E-9 3.222 
 3.223 14.171E-9 3.223 
 3.224 14.165E-9 3.224 
 3.225 14.16E-9 3.225 
 3.226 14.154E-9 3.226 
 3.227 14.148E-9 3.227 
 3.228 14.143E-9 3.228 
 3.229 14.137E-9 3.229 
 3.23 14.132E-9 3.23 
 3.231 14.126E-9 3.231 
 3.232 14.121E-9 3.232 
 3.233 14.115E-9 3.233 
 3.234 14.11E-9 3.234 
 3.235 14.104E-9 3.235 
 3.236 14.099E-9 3.236 
 3.237 14.093E-9 3.237 
 3.238 14.087E-9 3.238 
 3.239 14.082E-9 3.239 
 3.24 14.076E-9 3.24 
 3.241 14.071E-9 3.241 
 3.242 14.065E-9 3.242 
 3.243 14.06E-9 3.243 
 3.244 14.054E-9 3.244 
 3.245 14.049E-9 3.245 
 3.246 14.043E-9 3.246 
 3.247 14.038E-9 3.247 
 3.248 14.033E-9 3.248 
 3.249 14.027E-9 3.249 
 3.25 14.022E-9 3.25 
 3.251 14.016E-9 3.251 
 3.252 14.011E-9 3.252 
 3.253 14.005E-9 3.253 
 3.254 14.E-9 3.254 
 3.255 13.994E-9 3.255 
 3.256 13.989E-9 3.256 
 3.257 13.983E-9 3.257 
 3.258 13.978E-9 3.258 
 3.259 13.973E-9 3.259 
 3.26 13.967E-9 3.26 
 3.261 13.962E-9 3.261 
 3.262 13.956E-9 3.262 
 3.263 13.951E-9 3.263 
 3.264 13.945E-9 3.264 
 3.265 13.94E-9 3.265 
 3.266 13.935E-9 3.266 
 3.267 13.929E-9 3.267 
 3.268 13.924E-9 3.268 
 3.269 13.918E-9 3.269 
 3.27 13.913E-9 3.27 
 3.271 13.908E-9 3.271 
 3.272 13.902E-9 3.272 
 3.273 13.897E-9 3.273 
 3.274 13.892E-9 3.274 
 3.275 13.886E-9 3.275 
 3.276 13.881E-9 3.276 
 3.277 13.876E-9 3.277 
 3.278 13.87E-9 3.278 
 3.279 13.865E-9 3.279 
 3.28 13.86E-9 3.28 
 3.281 13.854E-9 3.281 
 3.282 13.849E-9 3.282 
 3.283 13.844E-9 3.283 
 3.284 13.838E-9 3.284 
 3.285 13.833E-9 3.285 
 3.286 13.828E-9 3.286 
 3.287 13.822E-9 3.287 
 3.288 13.817E-9 3.288 
 3.289 13.812E-9 3.289 
 3.29 13.806E-9 3.29 
 3.291 13.801E-9 3.291 
 3.292 13.796E-9 3.292 
 3.293 13.79E-9 3.293 
 3.294 13.785E-9 3.294 
 3.295 13.78E-9 3.295 
 3.296 13.775E-9 3.296 
 3.297 13.769E-9 3.297 
 3.298 13.764E-9 3.298 
 3.299 13.759E-9 3.299 
 3.3 13.754E-9 3.3 
